pixel;lat;lon
625;40.0500;4.3667
626;40.0500;4.3833
627;40.0500;4.4000
628;40.0500;4.4167
629;40.0500;4.4333
630;40.0500;4.4500
631;40.0500;4.4667
632;40.0500;4.4833
633;40.0500;4.5000
634;40.0500;4.5167
635;40.0500;4.5333
636;40.0500;4.5500
637;40.0500;4.5667
638;40.0500;4.5833
639;40.0500;4.6000
640;40.0500;4.6167
641;40.0500;4.6333
642;40.0500;4.6500
643;40.0500;4.6667
644;40.0500;4.6833
645;40.0500;4.7000
646;40.0500;4.7167
647;40.0500;4.7333
648;40.0500;4.7500
649;40.0500;4.7667
650;40.0500;4.7833
651;40.0500;4.8000
652;40.0500;4.8167
653;40.0500;4.8333
654;40.0500;4.8500
655;40.0500;4.8667
656;40.0500;4.8833
657;40.0500;4.9000
658;40.0500;4.9167
659;40.0500;4.9333
660;40.0500;4.9500
661;40.0500;4.9667
662;40.0500;4.9833
663;40.0500;5.0000
664;40.0500;5.0167
665;40.0500;5.0333
666;40.0500;5.0500
667;40.0500;5.0667
668;40.0500;5.0833
669;40.0500;5.1000
670;40.0500;5.1167
671;40.0500;5.1333
672;40.0500;5.1500
673;40.0500;5.1667
674;40.0500;5.1833
675;40.0500;5.2000
676;40.0500;5.2167
677;40.0500;5.2333
678;40.0500;5.2500
679;40.0500;5.2667
680;40.0500;5.2833
681;40.0500;5.3000
682;40.0500;5.3167
683;40.0500;5.3333
684;40.0500;5.3500
685;40.0500;5.3667
686;40.0500;5.3833
687;40.0500;5.4000
688;40.0500;5.4167
689;40.0500;5.4333
690;40.0500;5.4500
691;40.0500;5.4667
692;40.0500;5.4833
693;40.0500;5.5000
694;40.0500;5.5167
695;40.0500;5.5333
696;40.0500;5.5500
697;40.0500;5.5667
698;40.0500;5.5833
699;40.0500;5.6000
700;40.0500;5.6167
701;40.0500;5.6333
702;40.0500;5.6500
703;40.0500;5.6667
704;40.0500;5.6833
705;40.0500;5.7000
706;40.0500;5.7167
707;40.0500;5.7333
708;40.0500;5.7500
709;40.0500;5.7667
710;40.0500;5.7833
711;40.0500;5.8000
712;40.0500;5.8167
713;40.0500;5.8333
714;40.0500;5.8500
715;40.0500;5.8667
716;40.0500;5.8833
717;40.0500;5.9000
718;40.0500;5.9167
719;40.0500;5.9333
720;40.0500;5.9500
721;40.0500;5.9667
722;40.0500;5.9833
723;40.0500;6.0000
724;40.0667;3.0000
725;40.0667;3.0167
726;40.0667;3.0333
727;40.0667;3.0500
728;40.0667;3.0667
729;40.0667;3.0833
730;40.0667;3.1000
731;40.0667;3.1167
732;40.0667;3.1333
733;40.0667;3.1500
734;40.0667;3.1667
735;40.0667;3.1833
736;40.0667;3.2000
737;40.0667;3.2167
738;40.0667;3.2333
739;40.0667;3.2500
740;40.0667;3.2667
741;40.0667;3.2833
742;40.0667;3.3000
743;40.0667;3.3167
744;40.0667;3.3333
745;40.0667;3.3500
746;40.0667;3.3667
747;40.0667;3.3833
748;40.0667;3.4000
749;40.0667;3.4167
750;40.0667;3.4333
751;40.0667;3.4500
752;40.0667;3.4667
753;40.0667;3.4833
754;40.0667;3.5000
755;40.0667;3.5167
756;40.0667;3.5333
757;40.0667;3.5500
758;40.0667;3.5667
759;40.0667;3.5833
760;40.0667;3.6000
761;40.0667;3.6167
762;40.0667;3.6333
763;40.0667;3.6500
764;40.0667;3.6667
765;40.0667;3.6833
766;40.0667;3.7000
767;40.0667;3.7167
768;40.0667;3.7333
769;40.0667;3.7500
770;40.0667;3.7667
771;40.0667;3.7833
772;40.0667;3.8000
773;40.0667;3.8167
774;40.0667;3.8333
775;40.0667;3.8500
776;40.0667;3.8667
777;40.0667;3.8833
778;40.0667;3.9000
779;40.0667;3.9167
780;40.0667;3.9333
781;40.0667;3.9500
782;40.0667;3.9667
783;40.0667;3.9833
784;40.0667;4.0000
785;40.0667;4.0167
786;40.0667;4.0333
787;40.0667;4.0500
788;40.0667;4.0667
789;40.0667;4.0833
790;40.0667;4.1000
791;40.0667;4.1167
792;40.0667;4.1333
793;40.0667;4.1500
794;40.0667;4.1667
795;40.0667;4.1833
796;40.0667;4.2000
797;40.0667;4.2167
798;40.0667;4.2333
799;40.0667;4.2500
800;40.0667;4.2667
801;40.0667;4.2833
802;40.0667;4.3000
803;40.0667;4.3167
804;40.0667;4.3333
805;40.0667;4.3500
806;40.0667;4.3667
807;40.0667;4.3833
808;40.0667;4.4000
809;40.0667;4.4167
810;40.0667;4.4333
811;40.0667;4.4500
812;40.0667;4.4667
813;40.0667;4.4833
814;40.0667;4.5000
815;40.0667;4.5167
816;40.0667;4.5333
817;40.0667;4.5500
818;40.0667;4.5667
819;40.0667;4.5833
820;40.0667;4.6000
821;40.0667;4.6167
822;40.0667;4.6333
823;40.0667;4.6500
824;40.0667;4.6667
825;40.0667;4.6833
826;40.0667;4.7000
827;40.0667;4.7167
828;40.0667;4.7333
829;40.0667;4.7500
830;40.0667;4.7667
831;40.0667;4.7833
832;40.0667;4.8000
833;40.0667;4.8167
834;40.0667;4.8333
835;40.0667;4.8500
836;40.0667;4.8667
837;40.0667;4.8833
838;40.0667;4.9000
839;40.0667;4.9167
840;40.0667;4.9333
841;40.0667;4.9500
842;40.0667;4.9667
843;40.0667;4.9833
844;40.0667;5.0000
845;40.0667;5.0167
846;40.0667;5.0333
847;40.0667;5.0500
848;40.0667;5.0667
849;40.0667;5.0833
850;40.0667;5.1000
851;40.0667;5.1167
852;40.0667;5.1333
853;40.0667;5.1500
854;40.0667;5.1667
855;40.0667;5.1833
856;40.0667;5.2000
857;40.0667;5.2167
858;40.0667;5.2333
859;40.0667;5.2500
860;40.0667;5.2667
861;40.0667;5.2833
862;40.0667;5.3000
863;40.0667;5.3167
864;40.0667;5.3333
865;40.0667;5.3500
866;40.0667;5.3667
867;40.0667;5.3833
868;40.0667;5.4000
869;40.0667;5.4167
870;40.0667;5.4333
871;40.0667;5.4500
872;40.0667;5.4667
873;40.0667;5.4833
874;40.0667;5.5000
875;40.0667;5.5167
876;40.0667;5.5333
877;40.0667;5.5500
878;40.0667;5.5667
879;40.0667;5.5833
880;40.0667;5.6000
881;40.0667;5.6167
882;40.0667;5.6333
883;40.0667;5.6500
884;40.0667;5.6667
885;40.0667;5.6833
886;40.0667;5.7000
887;40.0667;5.7167
888;40.0667;5.7333
889;40.0667;5.7500
890;40.0667;5.7667
891;40.0667;5.7833
892;40.0667;5.8000
893;40.0667;5.8167
894;40.0667;5.8333
895;40.0667;5.8500
896;40.0667;5.8667
897;40.0667;5.8833
898;40.0667;5.9000
899;40.0667;5.9167
900;40.0667;5.9333
901;40.0667;5.9500
902;40.0667;5.9667
903;40.0667;5.9833
904;40.0667;6.0000
905;40.0833;3.0000
906;40.0833;3.0167
907;40.0833;3.0333
908;40.0833;3.0500
909;40.0833;3.0667
910;40.0833;3.0833
911;40.0833;3.1000
912;40.0833;3.1167
913;40.0833;3.1333
914;40.0833;3.1500
915;40.0833;3.1667
916;40.0833;3.1833
917;40.0833;3.2000
918;40.0833;3.2167
919;40.0833;3.2333
920;40.0833;3.2500
921;40.0833;3.2667
922;40.0833;3.2833
923;40.0833;3.3000
924;40.0833;3.3167
925;40.0833;3.3333
926;40.0833;3.3500
927;40.0833;3.3667
928;40.0833;3.3833
929;40.0833;3.4000
930;40.0833;3.4167
931;40.0833;3.4333
932;40.0833;3.4500
933;40.0833;3.4667
934;40.0833;3.4833
935;40.0833;3.5000
936;40.0833;3.5167
937;40.0833;3.5333
938;40.0833;3.5500
939;40.0833;3.5667
940;40.0833;3.5833
941;40.0833;3.6000
942;40.0833;3.6167
943;40.0833;3.6333
944;40.0833;3.6500
945;40.0833;3.6667
946;40.0833;3.6833
947;40.0833;3.7000
948;40.0833;3.7167
949;40.0833;3.7333
950;40.0833;3.7500
951;40.0833;3.7667
952;40.0833;3.7833
953;40.0833;3.8000
954;40.0833;3.8167
955;40.0833;3.8333
956;40.0833;3.8500
957;40.0833;3.8667
958;40.0833;3.8833
959;40.0833;3.9000
960;40.0833;3.9167
961;40.0833;3.9333
962;40.0833;3.9500
963;40.0833;3.9667
964;40.0833;3.9833
965;40.0833;4.0000
966;40.0833;4.0167
967;40.0833;4.0333
968;40.0833;4.0500
969;40.0833;4.0667
970;40.0833;4.0833
971;40.0833;4.1000
972;40.0833;4.1167
973;40.0833;4.1333
974;40.0833;4.1500
975;40.0833;4.1667
976;40.0833;4.1833
977;40.0833;4.2000
978;40.0833;4.2167
979;40.0833;4.2333
980;40.0833;4.2500
981;40.0833;4.2667
982;40.0833;4.2833
983;40.0833;4.3000
984;40.0833;4.3167
985;40.0833;4.3333
986;40.0833;4.3500
987;40.0833;4.3667
988;40.0833;4.3833
989;40.0833;4.4000
990;40.0833;4.4167
991;40.0833;4.4333
992;40.0833;4.4500
993;40.0833;4.4667
994;40.0833;4.4833
995;40.0833;4.5000
996;40.0833;4.5167
997;40.0833;4.5333
998;40.0833;4.5500
999;40.0833;4.5667
1000;40.0833;4.5833
1001;40.0833;4.6000
1002;40.0833;4.6167
1003;40.0833;4.6333
1004;40.0833;4.6500
1005;40.0833;4.6667
1006;40.0833;4.6833
1007;40.0833;4.7000
1008;40.0833;4.7167
1009;40.0833;4.7333
1010;40.0833;4.7500
1011;40.0833;4.7667
1012;40.0833;4.7833
1013;40.0833;4.8000
1014;40.0833;4.8167
1015;40.0833;4.8333
1016;40.0833;4.8500
1017;40.0833;4.8667
1018;40.0833;4.8833
1019;40.0833;4.9000
1020;40.0833;4.9167
1021;40.0833;4.9333
1022;40.0833;4.9500
1023;40.0833;4.9667
1024;40.0833;4.9833
1025;40.0833;5.0000
1026;40.0833;5.0167
1027;40.0833;5.0333
1028;40.0833;5.0500
1029;40.0833;5.0667
1030;40.0833;5.0833
1031;40.0833;5.1000
1032;40.0833;5.1167
1033;40.0833;5.1333
1034;40.0833;5.1500
1035;40.0833;5.1667
1036;40.0833;5.1833
1037;40.0833;5.2000
1038;40.0833;5.2167
1039;40.0833;5.2333
1040;40.0833;5.2500
1041;40.0833;5.2667
1042;40.0833;5.2833
1043;40.0833;5.3000
1044;40.0833;5.3167
1045;40.0833;5.3333
1046;40.0833;5.3500
1047;40.0833;5.3667
1048;40.0833;5.3833
1049;40.0833;5.4000
1050;40.0833;5.4167
1051;40.0833;5.4333
1052;40.0833;5.4500
1053;40.0833;5.4667
1054;40.0833;5.4833
1055;40.0833;5.5000
1056;40.0833;5.5167
1057;40.0833;5.5333
1058;40.0833;5.5500
1059;40.0833;5.5667
1060;40.0833;5.5833
1061;40.0833;5.6000
1062;40.0833;5.6167
1063;40.0833;5.6333
1064;40.0833;5.6500
1065;40.0833;5.6667
1066;40.0833;5.6833
1067;40.0833;5.7000
1068;40.0833;5.7167
1069;40.0833;5.7333
1070;40.0833;5.7500
1071;40.0833;5.7667
1072;40.0833;5.7833
1073;40.0833;5.8000
1074;40.0833;5.8167
1075;40.0833;5.8333
1076;40.0833;5.8500
1077;40.0833;5.8667
1078;40.0833;5.8833
1079;40.0833;5.9000
1080;40.0833;5.9167
1081;40.0833;5.9333
1082;40.0833;5.9500
1083;40.0833;5.9667
1084;40.0833;5.9833
1085;40.0833;6.0000
1086;40.1000;3.0000
1087;40.1000;3.0167
1088;40.1000;3.0333
1089;40.1000;3.0500
1090;40.1000;3.0667
1091;40.1000;3.0833
1092;40.1000;3.1000
1093;40.1000;3.1167
1094;40.1000;3.1333
1095;40.1000;3.1500
1096;40.1000;3.1667
1097;40.1000;3.1833
1098;40.1000;3.2000
1099;40.1000;3.2167
1100;40.1000;3.2333
1101;40.1000;3.2500
1102;40.1000;3.2667
1103;40.1000;3.2833
1104;40.1000;3.3000
1105;40.1000;3.3167
1106;40.1000;3.3333
1107;40.1000;3.3500
1108;40.1000;3.3667
1109;40.1000;3.3833
1110;40.1000;3.4000
1111;40.1000;3.4167
1112;40.1000;3.4333
1113;40.1000;3.4500
1114;40.1000;3.4667
1115;40.1000;3.4833
1116;40.1000;3.5000
1117;40.1000;3.5167
1118;40.1000;3.5333
1119;40.1000;3.5500
1120;40.1000;3.5667
1121;40.1000;3.5833
1122;40.1000;3.6000
1123;40.1000;3.6167
1124;40.1000;3.6333
1125;40.1000;3.6500
1126;40.1000;3.6667
1127;40.1000;3.6833
1128;40.1000;3.7000
1129;40.1000;3.7167
1130;40.1000;3.7333
1131;40.1000;3.7500
1132;40.1000;3.7667
1133;40.1000;3.7833
1134;40.1000;3.8000
1135;40.1000;3.8167
1136;40.1000;3.8333
1137;40.1000;3.8500
1138;40.1000;3.8667
1139;40.1000;3.8833
1140;40.1000;3.9000
1141;40.1000;3.9167
1142;40.1000;3.9333
1143;40.1000;3.9500
1144;40.1000;3.9667
1145;40.1000;3.9833
1146;40.1000;4.0000
1147;40.1000;4.0167
1148;40.1000;4.0333
1149;40.1000;4.0500
1150;40.1000;4.0667
