pixel;lat;lon
5470;40.5000;3.6667
5471;40.5000;3.6833
5472;40.5000;3.7000
5473;40.5000;3.7167
5474;40.5000;3.7333
5475;40.5000;3.7500
5476;40.5000;3.7667
5477;40.5000;3.7833
5478;40.5000;3.8000
5479;40.5000;3.8167
5480;40.5000;3.8333
5481;40.5000;3.8500
5482;40.5000;3.8667
5483;40.5000;3.8833
5484;40.5000;3.9000
5485;40.5000;3.9167
5486;40.5000;3.9333
5487;40.5000;3.9500
5488;40.5000;3.9667
5489;40.5000;3.9833
5490;40.5000;4.0000
5491;40.5000;4.0167
5492;40.5000;4.0333
5493;40.5000;4.0500
5494;40.5000;4.0667
5495;40.5000;4.0833
5496;40.5000;4.1000
5497;40.5000;4.1167
5498;40.5000;4.1333
5499;40.5000;4.1500
5500;40.5000;4.1667
5501;40.5000;4.1833
5502;40.5000;4.2000
5503;40.5000;4.2167
5504;40.5000;4.2333
5505;40.5000;4.2500
5506;40.5000;4.2667
5507;40.5000;4.2833
5508;40.5000;4.3000
5509;40.5000;4.3167
5510;40.5000;4.3333
5511;40.5000;4.3500
5512;40.5000;4.3667
5513;40.5000;4.3833
5514;40.5000;4.4000
5515;40.5000;4.4167
5516;40.5000;4.4333
5517;40.5000;4.4500
5518;40.5000;4.4667
5519;40.5000;4.4833
5520;40.5000;4.5000
5521;40.5000;4.5167
5522;40.5000;4.5333
5523;40.5000;4.5500
5524;40.5000;4.5667
5525;40.5000;4.5833
5526;40.5000;4.6000
5527;40.5000;4.6167
5528;40.5000;4.6333
5529;40.5000;4.6500
5530;40.5000;4.6667
5531;40.5000;4.6833
5532;40.5000;4.7000
5533;40.5000;4.7167
5534;40.5000;4.7333
5535;40.5000;4.7500
5536;40.5000;4.7667
5537;40.5000;4.7833
5538;40.5000;4.8000
5539;40.5000;4.8167
5540;40.5000;4.8333
5541;40.5000;4.8500
5542;40.5000;4.8667
5543;40.5000;4.8833
5544;40.5000;4.9000
5545;40.5000;4.9167
5546;40.5000;4.9333
5547;40.5000;4.9500
5548;40.5000;4.9667
5549;40.5000;4.9833
5550;40.5000;5.0000
5551;40.5000;5.0167
5552;40.5000;5.0333
5553;40.5000;5.0500
5554;40.5000;5.0667
5555;40.5000;5.0833
5556;40.5000;5.1000
5557;40.5000;5.1167
5558;40.5000;5.1333
5559;40.5000;5.1500
5560;40.5000;5.1667
5561;40.5000;5.1833
5562;40.5000;5.2000
5563;40.5000;5.2167
5564;40.5000;5.2333
5565;40.5000;5.2500
5566;40.5000;5.2667
5567;40.5000;5.2833
5568;40.5000;5.3000
5569;40.5000;5.3167
5570;40.5000;5.3333
5571;40.5000;5.3500
5572;40.5000;5.3667
5573;40.5000;5.3833
5574;40.5000;5.4000
5575;40.5000;5.4167
5576;40.5000;5.4333
5577;40.5000;5.4500
5578;40.5000;5.4667
5579;40.5000;5.4833
5580;40.5000;5.5000
5581;40.5000;5.5167
5582;40.5000;5.5333
5583;40.5000;5.5500
5584;40.5000;5.5667
5585;40.5000;5.5833
5586;40.5000;5.6000
5587;40.5000;5.6167
5588;40.5000;5.6333
5589;40.5000;5.6500
5590;40.5000;5.6667
5591;40.5000;5.6833
5592;40.5000;5.7000
5593;40.5000;5.7167
5594;40.5000;5.7333
5595;40.5000;5.7500
5596;40.5000;5.7667
5597;40.5000;5.7833
5598;40.5000;5.8000
5599;40.5000;5.8167
5600;40.5000;5.8333
5601;40.5000;5.8500
5602;40.5000;5.8667
5603;40.5000;5.8833
5604;40.5000;5.9000
5605;40.5000;5.9167
5606;40.5000;5.9333
5607;40.5000;5.9500
5608;40.5000;5.9667
5609;40.5000;5.9833
5610;40.5000;6.0000
5611;40.5167;3.0000
5612;40.5167;3.0167
5613;40.5167;3.0333
5614;40.5167;3.0500
5615;40.5167;3.0667
5616;40.5167;3.0833
5617;40.5167;3.1000
5618;40.5167;3.1167
5619;40.5167;3.1333
5620;40.5167;3.1500
5621;40.5167;3.1667
5622;40.5167;3.1833
5623;40.5167;3.2000
5624;40.5167;3.2167
5625;40.5167;3.2333
5626;40.5167;3.2500
5627;40.5167;3.2667
5628;40.5167;3.2833
5629;40.5167;3.3000
5630;40.5167;3.3167
5631;40.5167;3.3333
5632;40.5167;3.3500
5633;40.5167;3.3667
5634;40.5167;3.3833
5635;40.5167;3.4000
5636;40.5167;3.4167
5637;40.5167;3.4333
5638;40.5167;3.4500
5639;40.5167;3.4667
5640;40.5167;3.4833
5641;40.5167;3.5000
5642;40.5167;3.5167
5643;40.5167;3.5333
5644;40.5167;3.5500
5645;40.5167;3.5667
5646;40.5167;3.5833
5647;40.5167;3.6000
5648;40.5167;3.6167
5649;40.5167;3.6333
5650;40.5167;3.6500
5651;40.5167;3.6667
5652;40.5167;3.6833
5653;40.5167;3.7000
5654;40.5167;3.7167
5655;40.5167;3.7333
5656;40.5167;3.7500
5657;40.5167;3.7667
5658;40.5167;3.7833
5659;40.5167;3.8000
5660;40.5167;3.8167
5661;40.5167;3.8333
5662;40.5167;3.8500
5663;40.5167;3.8667
5664;40.5167;3.8833
5665;40.5167;3.9000
5666;40.5167;3.9167
5667;40.5167;3.9333
5668;40.5167;3.9500
5669;40.5167;3.9667
5670;40.5167;3.9833
5671;40.5167;4.0000
5672;40.5167;4.0167
5673;40.5167;4.0333
5674;40.5167;4.0500
5675;40.5167;4.0667
5676;40.5167;4.0833
5677;40.5167;4.1000
5678;40.5167;4.1167
5679;40.5167;4.1333
5680;40.5167;4.1500
5681;40.5167;4.1667
5682;40.5167;4.1833
5683;40.5167;4.2000
5684;40.5167;4.2167
5685;40.5167;4.2333
5686;40.5167;4.2500
5687;40.5167;4.2667
5688;40.5167;4.2833
5689;40.5167;4.3000
5690;40.5167;4.3167
5691;40.5167;4.3333
5692;40.5167;4.3500
5693;40.5167;4.3667
5694;40.5167;4.3833
5695;40.5167;4.4000
5696;40.5167;4.4167
5697;40.5167;4.4333
5698;40.5167;4.4500
5699;40.5167;4.4667
5700;40.5167;4.4833
5701;40.5167;4.5000
5702;40.5167;4.5167
5703;40.5167;4.5333
5704;40.5167;4.5500
5705;40.5167;4.5667
5706;40.5167;4.5833
5707;40.5167;4.6000
5708;40.5167;4.6167
5709;40.5167;4.6333
5710;40.5167;4.6500
5711;40.5167;4.6667
5712;40.5167;4.6833
5713;40.5167;4.7000
5714;40.5167;4.7167
5715;40.5167;4.7333
5716;40.5167;4.7500
5717;40.5167;4.7667
5718;40.5167;4.7833
5719;40.5167;4.8000
5720;40.5167;4.8167
5721;40.5167;4.8333
5722;40.5167;4.8500
5723;40.5167;4.8667
5724;40.5167;4.8833
5725;40.5167;4.9000
5726;40.5167;4.9167
5727;40.5167;4.9333
5728;40.5167;4.9500
5729;40.5167;4.9667
5730;40.5167;4.9833
5731;40.5167;5.0000
5732;40.5167;5.0167
5733;40.5167;5.0333
5734;40.5167;5.0500
5735;40.5167;5.0667
5736;40.5167;5.0833
5737;40.5167;5.1000
5738;40.5167;5.1167
5739;40.5167;5.1333
5740;40.5167;5.1500
5741;40.5167;5.1667
5742;40.5167;5.1833
5743;40.5167;5.2000
5744;40.5167;5.2167
5745;40.5167;5.2333
5746;40.5167;5.2500
5747;40.5167;5.2667
5748;40.5167;5.2833
5749;40.5167;5.3000
5750;40.5167;5.3167
5751;40.5167;5.3333
5752;40.5167;5.3500
5753;40.5167;5.3667
5754;40.5167;5.3833
5755;40.5167;5.4000
5756;40.5167;5.4167
5757;40.5167;5.4333
5758;40.5167;5.4500
5759;40.5167;5.4667
5760;40.5167;5.4833
5761;40.5167;5.5000
5762;40.5167;5.5167
5763;40.5167;5.5333
5764;40.5167;5.5500
5765;40.5167;5.5667
5766;40.5167;5.5833
5767;40.5167;5.6000
5768;40.5167;5.6167
5769;40.5167;5.6333
5770;40.5167;5.6500
5771;40.5167;5.6667
5772;40.5167;5.6833
5773;40.5167;5.7000
5774;40.5167;5.7167
5775;40.5167;5.7333
5776;40.5167;5.7500
5777;40.5167;5.7667
5778;40.5167;5.7833
5779;40.5167;5.8000
5780;40.5167;5.8167
5781;40.5167;5.8333
5782;40.5167;5.8500
5783;40.5167;5.8667
5784;40.5167;5.8833
5785;40.5167;5.9000
5786;40.5167;5.9167
5787;40.5167;5.9333
5788;40.5167;5.9500
5789;40.5167;5.9667
5790;40.5167;5.9833
5791;40.5167;6.0000
5792;40.5333;3.0000
5793;40.5333;3.0167
5794;40.5333;3.0333
5795;40.5333;3.0500
5796;40.5333;3.0667
5797;40.5333;3.0833
5798;40.5333;3.1000
5799;40.5333;3.1167
5800;40.5333;3.1333
5801;40.5333;3.1500
5802;40.5333;3.1667
5803;40.5333;3.1833
5804;40.5333;3.2000
5805;40.5333;3.2167
5806;40.5333;3.2333
5807;40.5333;3.2500
5808;40.5333;3.2667
5809;40.5333;3.2833
5810;40.5333;3.3000
5811;40.5333;3.3167
5812;40.5333;3.3333
5813;40.5333;3.3500
5814;40.5333;3.3667
5815;40.5333;3.3833
5816;40.5333;3.4000
5817;40.5333;3.4167
5818;40.5333;3.4333
5819;40.5333;3.4500
5820;40.5333;3.4667
5821;40.5333;3.4833
5822;40.5333;3.5000
5823;40.5333;3.5167
5824;40.5333;3.5333
5825;40.5333;3.5500
5826;40.5333;3.5667
5827;40.5333;3.5833
5828;40.5333;3.6000
5829;40.5333;3.6167
5830;40.5333;3.6333
5831;40.5333;3.6500
5832;40.5333;3.6667
5833;40.5333;3.6833
5834;40.5333;3.7000
5835;40.5333;3.7167
5836;40.5333;3.7333
5837;40.5333;3.7500
5838;40.5333;3.7667
5839;40.5333;3.7833
5840;40.5333;3.8000
5841;40.5333;3.8167
5842;40.5333;3.8333
5843;40.5333;3.8500
5844;40.5333;3.8667
5845;40.5333;3.8833
5846;40.5333;3.9000
5847;40.5333;3.9167
5848;40.5333;3.9333
5849;40.5333;3.9500
5850;40.5333;3.9667
5851;40.5333;3.9833
5852;40.5333;4.0000
5853;40.5333;4.0167
5854;40.5333;4.0333
5855;40.5333;4.0500
5856;40.5333;4.0667
5857;40.5333;4.0833
5858;40.5333;4.1000
5859;40.5333;4.1167
5860;40.5333;4.1333
5861;40.5333;4.1500
5862;40.5333;4.1667
5863;40.5333;4.1833
5864;40.5333;4.2000
5865;40.5333;4.2167
5866;40.5333;4.2333
5867;40.5333;4.2500
5868;40.5333;4.2667
5869;40.5333;4.2833
5870;40.5333;4.3000
5871;40.5333;4.3167
5872;40.5333;4.3333
5873;40.5333;4.3500
5874;40.5333;4.3667
5875;40.5333;4.3833
5876;40.5333;4.4000
5877;40.5333;4.4167
5878;40.5333;4.4333
5879;40.5333;4.4500
5880;40.5333;4.4667
5881;40.5333;4.4833
5882;40.5333;4.5000
5883;40.5333;4.5167
5884;40.5333;4.5333
5885;40.5333;4.5500
5886;40.5333;4.5667
5887;40.5333;4.5833
5888;40.5333;4.6000
5889;40.5333;4.6167
5890;40.5333;4.6333
5891;40.5333;4.6500
5892;40.5333;4.6667
5893;40.5333;4.6833
5894;40.5333;4.7000
5895;40.5333;4.7167
5896;40.5333;4.7333
5897;40.5333;4.7500
5898;40.5333;4.7667
5899;40.5333;4.7833
5900;40.5333;4.8000
5901;40.5333;4.8167
5902;40.5333;4.8333
5903;40.5333;4.8500
5904;40.5333;4.8667
5905;40.5333;4.8833
5906;40.5333;4.9000
5907;40.5333;4.9167
5908;40.5333;4.9333
5909;40.5333;4.9500
5910;40.5333;4.9667
5911;40.5333;4.9833
5912;40.5333;5.0000
5913;40.5333;5.0167
5914;40.5333;5.0333
5915;40.5333;5.0500
5916;40.5333;5.0667
5917;40.5333;5.0833
5918;40.5333;5.1000
5919;40.5333;5.1167
5920;40.5333;5.1333
5921;40.5333;5.1500
5922;40.5333;5.1667
5923;40.5333;5.1833
5924;40.5333;5.2000
5925;40.5333;5.2167
5926;40.5333;5.2333
5927;40.5333;5.2500
5928;40.5333;5.2667
5929;40.5333;5.2833
5930;40.5333;5.3000
5931;40.5333;5.3167
5932;40.5333;5.3333
5933;40.5333;5.3500
5934;40.5333;5.3667
5935;40.5333;5.3833
5936;40.5333;5.4000
5937;40.5333;5.4167
5938;40.5333;5.4333
5939;40.5333;5.4500
5940;40.5333;5.4667
5941;40.5333;5.4833
5942;40.5333;5.5000
5943;40.5333;5.5167
5944;40.5333;5.5333
5945;40.5333;5.5500
5946;40.5333;5.5667
5947;40.5333;5.5833
5948;40.5333;5.6000
5949;40.5333;5.6167
5950;40.5333;5.6333
5951;40.5333;5.6500
5952;40.5333;5.6667
5953;40.5333;5.6833
5954;40.5333;5.7000
5955;40.5333;5.7167
5956;40.5333;5.7333
5957;40.5333;5.7500
5958;40.5333;5.7667
5959;40.5333;5.7833
5960;40.5333;5.8000
5961;40.5333;5.8167
5962;40.5333;5.8333
5963;40.5333;5.8500
5964;40.5333;5.8667
5965;40.5333;5.8833
5966;40.5333;5.9000
5967;40.5333;5.9167
5968;40.5333;5.9333
5969;40.5333;5.9500
5970;40.5333;5.9667
5971;40.5333;5.9833
5972;40.5333;6.0000
5973;40.5500;3.0000
5974;40.5500;3.0167
5975;40.5500;3.0333
5976;40.5500;3.0500
5977;40.5500;3.0667
5978;40.5500;3.0833
5979;40.5500;3.1000
5980;40.5500;3.1167
5981;40.5500;3.1333
5982;40.5500;3.1500
5983;40.5500;3.1667
5984;40.5500;3.1833
5985;40.5500;3.2000
5986;40.5500;3.2167
5987;40.5500;3.2333
5988;40.5500;3.2500
5989;40.5500;3.2667
5990;40.5500;3.2833
5991;40.5500;3.3000
5992;40.5500;3.3167
5993;40.5500;3.3333
5994;40.5500;3.3500
5995;40.5500;3.3667
5996;40.5500;3.3833
5997;40.5500;3.4000
5998;40.5500;3.4167
5999;40.5500;3.4333
6000;40.5500;3.4500
6001;40.5500;3.4667
6002;40.5500;3.4833
6003;40.5500;3.5000
6004;40.5500;3.5167
6005;40.5500;3.5333
6006;40.5500;3.5500
6007;40.5500;3.5667
6008;40.5500;3.5833
6009;40.5500;3.6000
6010;40.5500;3.6167
6011;40.5500;3.6333
6012;40.5500;3.6500
6013;40.5500;3.6667
6014;40.5500;3.6833
6015;40.5500;3.7000
6016;40.5500;3.7167
6017;40.5500;3.7333
6018;40.5500;3.7500
6019;40.5500;3.7667
6020;40.5500;3.7833
6021;40.5500;3.8000
6022;40.5500;3.8167
6023;40.5500;3.8333
6024;40.5500;3.8500
6025;40.5500;3.8667
6026;40.5500;3.8833
6027;40.5500;3.9000
6028;40.5500;3.9167
6029;40.5500;3.9333
6030;40.5500;3.9500
6031;40.5500;3.9667
6032;40.5500;3.9833
6033;40.5500;4.0000
6034;40.5500;4.0167
6035;40.5500;4.0333
6036;40.5500;4.0500
6037;40.5500;4.0667
6038;40.5500;4.0833
6039;40.5500;4.1000
6040;40.5500;4.1167
6041;40.5500;4.1333
6042;40.5500;4.1500
6043;40.5500;4.1667
6044;40.5500;4.1833
6045;40.5500;4.2000
6046;40.5500;4.2167
6047;40.5500;4.2333
6048;40.5500;4.2500
6049;40.5500;4.2667
6050;40.5500;4.2833
6051;40.5500;4.3000
6052;40.5500;4.3167
6053;40.5500;4.3333
6054;40.5500;4.3500
6055;40.5500;4.3667
6056;40.5500;4.3833
6057;40.5500;4.4000
6058;40.5500;4.4167
6059;40.5500;4.4333
6060;40.5500;4.4500
6061;40.5500;4.4667
6062;40.5500;4.4833
6063;40.5500;4.5000
6064;40.5500;4.5167
6065;40.5500;4.5333
6066;40.5500;4.5500
6067;40.5500;4.5667
6068;40.5500;4.5833
6069;40.5500;4.6000
6070;40.5500;4.6167
6071;40.5500;4.6333
6072;40.5500;4.6500
6073;40.5500;4.6667
6074;40.5500;4.6833
6075;40.5500;4.7000
6076;40.5500;4.7167
6077;40.5500;4.7333
6078;40.5500;4.7500
6079;40.5500;4.7667
6080;40.5500;4.7833
6081;40.5500;4.8000
6082;40.5500;4.8167
6083;40.5500;4.8333
6084;40.5500;4.8500
6085;40.5500;4.8667
6086;40.5500;4.8833
6087;40.5500;4.9000
6088;40.5500;4.9167
6089;40.5500;4.9333
6090;40.5500;4.9500
6091;40.5500;4.9667
6092;40.5500;4.9833
6093;40.5500;5.0000
6094;40.5500;5.0167
6095;40.5500;5.0333
6096;40.5500;5.0500
6097;40.5500;5.0667
6098;40.5500;5.0833
6099;40.5500;5.1000
6100;40.5500;5.1167
6101;40.5500;5.1333
6102;40.5500;5.1500
6103;40.5500;5.1667
6104;40.5500;5.1833
6105;40.5500;5.2000
6106;40.5500;5.2167
6107;40.5500;5.2333
6108;40.5500;5.2500
6109;40.5500;5.2667
6110;40.5500;5.2833
6111;40.5500;5.3000
6112;40.5500;5.3167
6113;40.5500;5.3333
6114;40.5500;5.3500
6115;40.5500;5.3667
6116;40.5500;5.3833
6117;40.5500;5.4000
6118;40.5500;5.4167
6119;40.5500;5.4333
6120;40.5500;5.4500
6121;40.5500;5.4667
6122;40.5500;5.4833
6123;40.5500;5.5000
6124;40.5500;5.5167
6125;40.5500;5.5333
6126;40.5500;5.5500
6127;40.5500;5.5667
6128;40.5500;5.5833
6129;40.5500;5.6000
6130;40.5500;5.6167
6131;40.5500;5.6333
6132;40.5500;5.6500
6133;40.5500;5.6667
6134;40.5500;5.6833
6135;40.5500;5.7000
6136;40.5500;5.7167
6137;40.5500;5.7333
6138;40.5500;5.7500
6139;40.5500;5.7667
6140;40.5500;5.7833
6141;40.5500;5.8000
6142;40.5500;5.8167
6143;40.5500;5.8333
6144;40.5500;5.8500
6145;40.5500;5.8667
6146;40.5500;5.8833
6147;40.5500;5.9000
6148;40.5500;5.9167
6149;40.5500;5.9333
6150;40.5500;5.9500
6151;40.5500;5.9667
6152;40.5500;5.9833
6153;40.5500;6.0000
6154;40.5667;3.0000
6155;40.5667;3.0167
6156;40.5667;3.0333
6157;40.5667;3.0500
6158;40.5667;3.0667
6159;40.5667;3.0833
6160;40.5667;3.1000
6161;40.5667;3.1167
6162;40.5667;3.1333
6163;40.5667;3.1500
6164;40.5667;3.1667
6165;40.5667;3.1833
6166;40.5667;3.2000
6167;40.5667;3.2167
6168;40.5667;3.2333
6169;40.5667;3.2500
6170;40.5667;3.2667
6171;40.5667;3.2833
6172;40.5667;3.3000
6173;40.5667;3.3167
6174;40.5667;3.3333
6175;40.5667;3.3500
6176;40.5667;3.3667
6177;40.5667;3.3833
6178;40.5667;3.4000
6179;40.5667;3.4167
6180;40.5667;3.4333
6181;40.5667;3.4500
6182;40.5667;3.4667
6183;40.5667;3.4833
6184;40.5667;3.5000
6185;40.5667;3.5167
6186;40.5667;3.5333
6187;40.5667;3.5500
6188;40.5667;3.5667
6189;40.5667;3.5833
6190;40.5667;3.6000
6191;40.5667;3.6167
6192;40.5667;3.6333
6193;40.5667;3.6500
6194;40.5667;3.6667
6195;40.5667;3.6833
6196;40.5667;3.7000
6197;40.5667;3.7167
6198;40.5667;3.7333
6199;40.5667;3.7500
6200;40.5667;3.7667
6201;40.5667;3.7833
6202;40.5667;3.8000
6203;40.5667;3.8167
6204;40.5667;3.8333
6205;40.5667;3.8500
6206;40.5667;3.8667
6207;40.5667;3.8833
6208;40.5667;3.9000
6209;40.5667;3.9167
6210;40.5667;3.9333
6211;40.5667;3.9500
6212;40.5667;3.9667
6213;40.5667;3.9833
6214;40.5667;4.0000
6215;40.5667;4.0167
6216;40.5667;4.0333
6217;40.5667;4.0500
6218;40.5667;4.0667
6219;40.5667;4.0833
6220;40.5667;4.1000
6221;40.5667;4.1167
6222;40.5667;4.1333
6223;40.5667;4.1500
6224;40.5667;4.1667
6225;40.5667;4.1833
6226;40.5667;4.2000
6227;40.5667;4.2167
6228;40.5667;4.2333
6229;40.5667;4.2500
6230;40.5667;4.2667
6231;40.5667;4.2833
6232;40.5667;4.3000
6233;40.5667;4.3167
6234;40.5667;4.3333
6235;40.5667;4.3500
6236;40.5667;4.3667
6237;40.5667;4.3833
6238;40.5667;4.4000
6239;40.5667;4.4167
6240;40.5667;4.4333
6241;40.5667;4.4500
6242;40.5667;4.4667
6243;40.5667;4.4833
6244;40.5667;4.5000
6245;40.5667;4.5167
6246;40.5667;4.5333
6247;40.5667;4.5500
6248;40.5667;4.5667
6249;40.5667;4.5833
6250;40.5667;4.6000
6251;40.5667;4.6167
6252;40.5667;4.6333
6253;40.5667;4.6500
6254;40.5667;4.6667
6255;40.5667;4.6833
6256;40.5667;4.7000
6257;40.5667;4.7167
6258;40.5667;4.7333
6259;40.5667;4.7500
6260;40.5667;4.7667
6261;40.5667;4.7833
6262;40.5667;4.8000
6263;40.5667;4.8167
6264;40.5667;4.8333
6265;40.5667;4.8500
6266;40.5667;4.8667
6267;40.5667;4.8833
6268;40.5667;4.9000
6269;40.5667;4.9167
6270;40.5667;4.9333
6271;40.5667;4.9500
6272;40.5667;4.9667
6273;40.5667;4.9833
6274;40.5667;5.0000
6275;40.5667;5.0167
6276;40.5667;5.0333
6277;40.5667;5.0500
6278;40.5667;5.0667
6279;40.5667;5.0833
6280;40.5667;5.1000
6281;40.5667;5.1167
6282;40.5667;5.1333
6283;40.5667;5.1500
6284;40.5667;5.1667
6285;40.5667;5.1833
6286;40.5667;5.2000
6287;40.5667;5.2167
6288;40.5667;5.2333
6289;40.5667;5.2500
6290;40.5667;5.2667
6291;40.5667;5.2833
6292;40.5667;5.3000
6293;40.5667;5.3167
6294;40.5667;5.3333
6295;40.5667;5.3500
6296;40.5667;5.3667
6297;40.5667;5.3833
6298;40.5667;5.4000
6299;40.5667;5.4167
6300;40.5667;5.4333
6301;40.5667;5.4500
6302;40.5667;5.4667
6303;40.5667;5.4833
6304;40.5667;5.5000
6305;40.5667;5.5167
6306;40.5667;5.5333
6307;40.5667;5.5500
6308;40.5667;5.5667
6309;40.5667;5.5833
6310;40.5667;5.6000
6311;40.5667;5.6167
6312;40.5667;5.6333
6313;40.5667;5.6500
6314;40.5667;5.6667
6315;40.5667;5.6833
6316;40.5667;5.7000
6317;40.5667;5.7167
6318;40.5667;5.7333
6319;40.5667;5.7500
6320;40.5667;5.7667
6321;40.5667;5.7833
6322;40.5667;5.8000
6323;40.5667;5.8167
6324;40.5667;5.8333
6325;40.5667;5.8500
6326;40.5667;5.8667
6327;40.5667;5.8833
6328;40.5667;5.9000
6329;40.5667;5.9167
6330;40.5667;5.9333
6331;40.5667;5.9500
6332;40.5667;5.9667
6333;40.5667;5.9833
6334;40.5667;6.0000
6335;40.5833;3.0000
6336;40.5833;3.0167
6337;40.5833;3.0333
6338;40.5833;3.0500
6339;40.5833;3.0667
6340;40.5833;3.0833
6341;40.5833;3.1000
6342;40.5833;3.1167
6343;40.5833;3.1333
6344;40.5833;3.1500
6345;40.5833;3.1667
6346;40.5833;3.1833
6347;40.5833;3.2000
6348;40.5833;3.2167
6349;40.5833;3.2333
6350;40.5833;3.2500
6351;40.5833;3.2667
6352;40.5833;3.2833
6353;40.5833;3.3000
6354;40.5833;3.3167
6355;40.5833;3.3333
6356;40.5833;3.3500
6357;40.5833;3.3667
6358;40.5833;3.3833
6359;40.5833;3.4000
6360;40.5833;3.4167
6361;40.5833;3.4333
6362;40.5833;3.4500
6363;40.5833;3.4667
6364;40.5833;3.4833
6365;40.5833;3.5000
6366;40.5833;3.5167
6367;40.5833;3.5333
6368;40.5833;3.5500
6369;40.5833;3.5667
6370;40.5833;3.5833
6371;40.5833;3.6000
6372;40.5833;3.6167
6373;40.5833;3.6333
6374;40.5833;3.6500
6375;40.5833;3.6667
6376;40.5833;3.6833
6377;40.5833;3.7000
6378;40.5833;3.7167
6379;40.5833;3.7333
6380;40.5833;3.7500
6381;40.5833;3.7667
6382;40.5833;3.7833
6383;40.5833;3.8000
6384;40.5833;3.8167
6385;40.5833;3.8333
6386;40.5833;3.8500
6387;40.5833;3.8667
6388;40.5833;3.8833
6389;40.5833;3.9000
6390;40.5833;3.9167
6391;40.5833;3.9333
6392;40.5833;3.9500
6393;40.5833;3.9667
6394;40.5833;3.9833
6395;40.5833;4.0000
6396;40.5833;4.0167
6397;40.5833;4.0333
6398;40.5833;4.0500
6399;40.5833;4.0667
6400;40.5833;4.0833
6401;40.5833;4.1000
6402;40.5833;4.1167
6403;40.5833;4.1333
6404;40.5833;4.1500
6405;40.5833;4.1667
6406;40.5833;4.1833
6407;40.5833;4.2000
6408;40.5833;4.2167
6409;40.5833;4.2333
6410;40.5833;4.2500
6411;40.5833;4.2667
6412;40.5833;4.2833
6413;40.5833;4.3000
6414;40.5833;4.3167
6415;40.5833;4.3333
6416;40.5833;4.3500
6417;40.5833;4.3667
6418;40.5833;4.3833
6419;40.5833;4.4000
6420;40.5833;4.4167
6421;40.5833;4.4333
6422;40.5833;4.4500
6423;40.5833;4.4667
6424;40.5833;4.4833
6425;40.5833;4.5000
6426;40.5833;4.5167
6427;40.5833;4.5333
6428;40.5833;4.5500
6429;40.5833;4.5667
6430;40.5833;4.5833
6431;40.5833;4.6000
6432;40.5833;4.6167
6433;40.5833;4.6333
6434;40.5833;4.6500
6435;40.5833;4.6667
6436;40.5833;4.6833
6437;40.5833;4.7000
6438;40.5833;4.7167
6439;40.5833;4.7333
6440;40.5833;4.7500
6441;40.5833;4.7667
6442;40.5833;4.7833
6443;40.5833;4.8000
6444;40.5833;4.8167
6445;40.5833;4.8333
6446;40.5833;4.8500
6447;40.5833;4.8667
6448;40.5833;4.8833
6449;40.5833;4.9000
6450;40.5833;4.9167
6451;40.5833;4.9333
6452;40.5833;4.9500
6453;40.5833;4.9667
6454;40.5833;4.9833
6455;40.5833;5.0000
6456;40.5833;5.0167
6457;40.5833;5.0333
6458;40.5833;5.0500
6459;40.5833;5.0667
6460;40.5833;5.0833
6461;40.5833;5.1000
6462;40.5833;5.1167
6463;40.5833;5.1333
6464;40.5833;5.1500
6465;40.5833;5.1667
6466;40.5833;5.1833
6467;40.5833;5.2000
6468;40.5833;5.2167
6469;40.5833;5.2333
6470;40.5833;5.2500
6471;40.5833;5.2667
6472;40.5833;5.2833
6473;40.5833;5.3000
6474;40.5833;5.3167
6475;40.5833;5.3333
6476;40.5833;5.3500
6477;40.5833;5.3667
6478;40.5833;5.3833
6479;40.5833;5.4000
6480;40.5833;5.4167
6481;40.5833;5.4333
6482;40.5833;5.4500
6483;40.5833;5.4667
6484;40.5833;5.4833
6485;40.5833;5.5000
6486;40.5833;5.5167
6487;40.5833;5.5333
6488;40.5833;5.5500
6489;40.5833;5.5667
6490;40.5833;5.5833
6491;40.5833;5.6000
6492;40.5833;5.6167
6493;40.5833;5.6333
6494;40.5833;5.6500
6495;40.5833;5.6667
6496;40.5833;5.6833
6497;40.5833;5.7000
6498;40.5833;5.7167
6499;40.5833;5.7333
6500;40.5833;5.7500
6501;40.5833;5.7667
6502;40.5833;5.7833
6503;40.5833;5.8000
6504;40.5833;5.8167
6505;40.5833;5.8333
6506;40.5833;5.8500
6507;40.5833;5.8667
6508;40.5833;5.8833
6509;40.5833;5.9000
6510;40.5833;5.9167
6511;40.5833;5.9333
6512;40.5833;5.9500
6513;40.5833;5.9667
6514;40.5833;5.9833
6515;40.5833;6.0000
6516;40.6000;3.0000
6517;40.6000;3.0167
6518;40.6000;3.0333
6519;40.6000;3.0500
6520;40.6000;3.0667
6521;40.6000;3.0833
6522;40.6000;3.1000
6523;40.6000;3.1167
6524;40.6000;3.1333
6525;40.6000;3.1500
6526;40.6000;3.1667
6527;40.6000;3.1833
6528;40.6000;3.2000
6529;40.6000;3.2167
6530;40.6000;3.2333
6531;40.6000;3.2500
6532;40.6000;3.2667
6533;40.6000;3.2833
6534;40.6000;3.3000
6535;40.6000;3.3167
6536;40.6000;3.3333
6537;40.6000;3.3500
6538;40.6000;3.3667
6539;40.6000;3.3833
6540;40.6000;3.4000
6541;40.6000;3.4167
6542;40.6000;3.4333
6543;40.6000;3.4500
6544;40.6000;3.4667
6545;40.6000;3.4833
